x1,x2,x3,x4,x5,x6,x7,x8,y
-0.7523147036115314,0.9653480882049015,-0.4493058119172286,0.954613631085709,0.11053564954496675,0.7302779290688062,-0.026544881836868317,-0.656438356697534,0.018565716423130332
-0.5636684530397358,0.5883151402700075,0.32471977766104887,-0.7695849512084096,0.25840581164622356,-0.39855989505421885,0.14491795491091253,0.6043857367297034,0.010243359170663874
-0.06759102978110998,0.9464565757768932,0.7007525275647095,0.3638201314830949,0.14553895496292135,-0.7921494347458877,0.8449496061901158,0.2843263508369527,0.004731673260136269
0.255577131522303,-0.7431808038883199,0.15248020503634097,0.4866099206686205,-0.37860336532727423,0.03348712041414803,0.09687561551391677,-0.4404499834865203,0.02385395591394622
-0.9030489551712826,0.7195627540019525,0.07961326554110104,0.018889781639155334,-0.4932706086525971,0.971809976476192,0.5540371455280575,0.006128783899817858,-0.04214950559846697
-0.35431128317046334,0.8698555618760708,-0.6597842031776155,0.5147315440053777,-0.6651512135276885,0.7684884270748036,0.1987232975330886,0.8523065572426678,0.015641955634281637
0.13422520372864244,-0.33148647123309916,0.5600116496093783,-0.34807168693907653,0.31205931567340905,0.6632563920949528,0.777071033658796,0.8563829291175682,-0.004288602847308354
-0.6630582433855663,-0.6735134316657374,-0.289836854803325,0.09007435572536848,-0.29441331216688704,-0.9241606569619605,-0.6073326040592102,0.11961045220492905,-0.036089566749432055
-0.960718757471503,0.3333965718450307,0.481802598472318,-0.6497380482409529,0.8026454376100949,-0.31612768330314034,-0.15684669229835313,-0.9020575401070787,-0.008599598780537107
-0.7673537966283226,-0.7764355393576272,0.2902662737725077,0.583894699732578,-0.4121386907836029,0.24364444036365818,0.054722603032318906,0.21124079772413085,0.009333718130632416
-0.24272395680150893,0.789477363069339,0.7962229030691481,-0.9701113369333341,0.07158043933838742,0.8963495019352821,-0.5599551149826778,-0.9923805318061083,0.019158877400738517
0.7328517556530278,-0.22267713339867878,-0.6172433121342105,0.39492581852086484,-0.31736475330900826,-0.5697298085660651,0.004943965008633144,0.3250629778216325,-0.01724375507242355
0.661503971200746,-0.39647305213470574,0.43566631107467724,-0.6837350858983793,0.8748764340719768,0.7026846545160506,-0.09792013379312503,0.7400729842391534,-0.021582050708636592
0.3801611561434912,-0.03362604967503602,-0.15042046304369605,0.08272352401011651,0.5396972018728039,0.3801545369157473,0.6335061272561615,-0.8739725931465676,-0.018927303875619902
0.5589528633646623,-0.04501951576093699,-0.5988386025559582,-0.9432545362923186,-0.8400214371485941,-0.3167604925261689,-0.8394963075373614,-0.8468241074031291,0.018419829439644687
0.28826488226911406,-0.9037717896181117,-0.27045537733386293,0.8192329687435287,0.7190844232826235,-0.42514502867366044,0.07802029621969053,0.9187499439756717,0.02970558848167118
-0.4823276824371334,-0.1660376889927868,-0.6276769310477077,-0.582023224129675,0.3291006403935335,-0.28410794403276585,0.11351738293586089,0.6576213068022787,0.038578589697788476
-0.16134041119074194,0.05724758469611446,-0.11918155845558376,-0.26087966378210536,0.30574515434142135,0.6699999118173903,0.07792373923876639,-0.15707975643990268,-0.019090451673937917
0.47546053426899904,0.40303509704116314,-0.3083917510381833,0.5317985072598823,-0.22230337027924896,0.37958772011332864,0.25740064265806506,-0.05257499852196279,-0.005450221553594458
0.5762725544246918,0.7912765872495457,0.6712813066063761,-0.9969158436401766,0.5147581791464619,-0.47504067591800303,0.8724283181105275,0.8932170807575697,0.04988432292677656
0.19180293587475772,0.031101905705703148,0.5702179180192948,0.389634467768202,-0.6671267393998475,-0.9471264879592343,0.9898539948599219,0.48039230261812604,-0.015015110700521857
-0.7012641835630382,-0.38028408129556635,-0.8094035014792285,-0.7541028071096032,0.16080035533724057,-0.48345259256587925,-0.6724152600222391,0.09289283997110531,0.008605505940167122
-0.6363546547205394,0.4066984848537605,0.5883834378547841,-0.6068751182460463,-0.5849897984158008,0.7379787267144884,0.7442746189116844,0.504798545008383,0.008151165195283536
0.8366707714607622,0.044123515018781534,0.03896330418164906,0.9301281770917529,-0.5908715688977548,-0.9493818648637209,0.37878964734593,0.5367933310165351,-0.02467389464385368
0.7668321858301221,0.3637873146164672,0.15019709338911658,0.11989561725701847,0.7474428120383494,-0.645800604015867,-0.5202477481407537,-0.46321253941152296,-0.043536628065946645
-0.9858853373934295,-0.6273057320685869,0.3848439252347795,0.3279847415176924,-0.25875007906310543,0.17545604521920355,0.6403211037950487,-0.04749325950036387,-0.043747405438361434
0.07819660914127913,-0.7765030780200093,-0.6340891630964649,0.20079039333268134,0.9074467548372196,0.2308653069118587,0.084557666264784,-0.48680018079310483,0.02953458448300987
-0.754915046781238,-0.2305543333974578,-0.326325970053851,-0.12591175932348797,0.12795378863056128,-0.9659882251806542,-0.11815040087526274,0.5250112266638636,-0.03939598706376566
0.4997296791480508,-0.23408538524942157,-0.8045609154398499,0.6302240694363486,0.6142333919999878,-0.44517386500457357,-0.22135243261367155,-0.8847311981245116,0.01701512803299428
-0.5396535421975115,-0.34966496597925234,0.2177549506744958,-0.6372585602572052,-0.3102375098414565,-0.1879995882067258,0.8671749368774355,0.9342688546319624,-0.009114814128273627
-0.2907718566673514,-0.232292887085096,-0.6611312937911453,-0.8621307338773709,0.5649236332180887,0.682801584965627,0.6189276691814474,-0.7174806311116559,0.03468843237170297
0.6291717030168873,-0.7786319183123309,0.7326541219338198,-0.6130555789002614,-0.26410124119873846,-0.12562601624016767,0.061717731019341304,-0.5133785410163298,0.022112265371693092
-0.2719141158015532,0.718582855188642,0.3574435257020301,-0.8779720232194808,-0.1667849368758687,0.28782920294675685,-0.45220070627048914,0.02262238192625543,0.02742076917565243
-0.8598255672371558,-0.13922707933940104,0.9891611522486528,-0.8680653453611407,0.5445472814437986,-0.29955442934305343,0.12998652820549905,0.5517152197358404,0.033267832831923104
-0.2863959528322524,-0.40082159706919795,-0.46257879394538337,-0.3998634801447458,-0.1805201895591415,0.12956984474945932,0.29484087590517505,0.6379006382770731,0.0267186736525217
-0.6543275534244053,0.8293483879138506,-0.14925536258149785,0.3610579147954043,0.42481319718639887,-0.04184958193691668,-0.03813100161531291,0.6018413620399483,0.013425762708966877
-0.37757544078810956,-0.11930912577325614,0.36004599910467316,-0.978097435233612,0.4107066518237199,-0.7628832754448232,0.1567097963796169,-0.6615068890666294,-0.0006469985772547624
-0.37171412027764705,0.9058297511960887,-0.7186259905513488,-0.4563593857797037,0.06284227954570687,0.24929745845419227,-0.7237932451604832,-0.962359577103648,0.036433617994269474
-0.9575809763750971,-0.15493870385654107,-0.6133103656707035,0.01613550626465976,-0.7517931068505415,-0.5002392755647129,-0.32971455850963904,-0.48741084503214616,-0.026342610593833138
-0.6084912386136194,0.5392739731398983,0.9707338113242983,0.4389705652822684,0.2890162417114257,0.8721020501917292,0.3097168968199999,0.6134606024199125,0.006391505224138586
0.6589354775853677,0.9703116472654296,-0.7350150336397905,-0.1472727362926889,-0.0923209269272598,-0.3138890016348608,0.3125446090768049,-0.5920375396661492,0.03238946711912938
-0.6923630685374327,-0.6972708118648832,-0.6145588449178971,0.3516034016386034,0.8158739468793681,-0.3854547367713417,-0.3071196236396063,-0.7602284730774327,0.02730566229002475
-0.3165361928032604,0.3890507990431882,0.31500216407261283,-0.9982511508481755,-0.7552644096681669,0.9144141843318825,0.8996617348659233,-0.8013463656997177,-0.022949981220665334
-0.8318678773631005,-0.9913145861705424,-0.9841536113963936,-0.5428010684697557,0.6195819064967312,0.44023583697817337,-0.197735855835244,0.5382011270583456,0.03265222741373659
0.5668710570522455,0.2427546457238241,0.09667404018472969,-0.6370938301869624,0.28027150778992116,-0.4892758759829021,-0.8604426297072303,-0.0024822315878867407,-0.01139575470351931
0.660356097428904,0.2892283888019933,0.6791515277174425,-0.20670884821849667,-0.7385842818974317,0.28068462965376706,0.9659975721824274,-0.32866605546567373,-0.0008100908400410431
0.3731569893732296,0.791395682976463,0.27463982604527293,0.8228205934073805,-0.7346219727774312,-0.7549995822249151,-0.3237480034370597,-0.627803068772963,-0.010843263465457043
-0.6104404500079832,-0.28719820483363323,0.8872294378013479,-0.2522382185355665,0.7238754232639619,0.8668520307895327,0.68748040488981,0.7097480923523825,-0.02659937433395046
